fid,OBJECTID,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
"136","350","22723012",Cyanerpes cyaneus,"1","1","1","Ridgley, 2003, Isler & Isler, 1999; Ridgely, 2002; del Hoyo et al, 2011; Ascanio et al, 2017","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW), Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,458.614283352742,666.823013024199
"137","351","22723012",Cyanerpes cyaneus,"1","1","2","Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,40.7704933868995,18.9979713249566
"138","352","22723012",Cyanerpes cyaneus,"1","1","3","Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,21.2838092483502,3.78059102247182
"140","354","22725767",Cynanthus latirostris,"1","1","1","Poole and Gill, 1992-2002; del Hoyo et al, 1999; eBird, 2020","NatureServe, 2002; Joe Taylor (BirdLife International); Claudia Hermes (BirdLife International)","2021","0", ,,,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,71.8061501802646,46.5770196231006
"141","356","22725767",Cynanthus latirostris,"1","1","3","Poole and Gill, 1992-2002; del Hoyo et al, 1999; eBird, 2020","NatureServe, 2002; Joe Taylor (BirdLife International); Claudia Hermes (BirdLife International)","2021","0", ,,,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,21.6731357365179,7.81792662081451
"142","358","22687368",Cynanthus sordidus,"1","1","1","Howell and Webb, 1995","NatureServe, 2002; Claudia Hermes (BirdLife International)","2021","0", ,,,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,17.9111415876101,11.7001665102624
"143","359","22686440",Cypseloides niger,"1","1","2","Howell and Webb, 1995; Foerster and Collins, 1990; Lowther & Collins, 2002; Martin et al., 2016","NatureServe, 2002; Lynda Donaldson (BirdLife International); Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,262.3442016736,113.128481692587
"144","360","22686440",Cypseloides niger,"1","1","4","Sibley, 2000; Howell and Webb, 1995; Stiles and Skutch, 1989; Zook, 2002; eBird, 2021","NatureServe, 2002; Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,228.266780217168,78.0752908320735
"146","362","22700461",Deltarhynchus flammulatus,"1","1","1","Howell and Webb, 1995; eBird, 2020","NatureServe, 2002; Claudia Hermes (BirdLife International)","2021","0", ,,,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,51.2606542365505,8.906757389902
"147","364","22679780",Dendrocygna autumnalis,"1","1","1","Ridgely, 2002; Solano-Ugalde et al, 2009; Oliveira & Pacheco, 2010; Baldassarre 2014; eBird, 2019; Raffaele et al., 2003; T. Richardson in litt. 2019","NatureServe, 2002; Lynda Donaldson (BirdLife International); Arlie McCarthy (BirdLife International), Joseph Everest  (BirdLife International)","2021","0", ,,,"0","2022.1",2019,BirdLife International and Handbook of the Birds of the World,714.716207379167,779.539379893399
"149","366","22723636",Diglossa baritula,"1","1","1","Howell and Webb, 1995; del Hoyo et al, 2011; Martin et al., 2016; eBird, 2018, 2020","NatureServe, 2002; Anna Motis (HBW); Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,71.9478686412671,22.0846476393882
"150","367","22688175",Doricha eliza,"1","1","1","BirdLife International; R. Ortiz-Pulido in litt., 2013; eBird, 2021","BirdLife International; Joe Taylor (BirdLife International); Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,11.9287042057289,0.351143367508907
"152","379","22701397",Dysithamnus plumbeus,"1","1","1","BirdLife International; Mazzoni et al. 2016; eBird 2020; WikiAves 2018; GBIF.org 2021","BirdLife International; Hannah Wheatley (BirdLife International)","2021","0", ,,,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,7.26888759753574,0.217403654759233
"153","380","22701397",Dysithamnus plumbeus,"4","1","1","BirdLife International; GBIF.org 2021","BirdLife International; Hannah Wheatley (BirdLife International)","2021","0", ,,,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,25.3480465173811,12.132360204967
"154","381","22699298",Elaenia frantzii,"1","1","1","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; eBird, 2020","NatureServe, 2002; Claudia Hermes (BirdLife International)","2021","0", ,,,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,94.8167026005701,21.9604501344342
"155","382","22690056",Eleothreptus anomalus,"4","1","1","Cleere 2010; Lopes et al, 2010","Joe Taylor (BirdLife International); Hannah Wheatley (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,91.7570101654492,83.5171696443266
"156","383","22690056",Eleothreptus anomalus,"1","1","1","Guest et al. 2020; WikiAves 2018; eBird 2021; GBIF 2021","Joe Taylor (BirdLife International); Hannah Wheatley (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,51.6491476996221,47.2275338586709
"159","389","22699851",Empidonax albigularis,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2021","0", , , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,19.7460811225022,9.25093873072478
"160","390","22699851",Empidonax albigularis,"1","1","2","Howell and Webb, 1995; Zook, 2002","NatureServe, 2002","2021","0", , , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,73.3250467661481,26.7041373821785
"161","391","22699851",Empidonax albigularis,"1","1","3","Howell and Webb, 1995","NatureServe, 2002","2021","0", , , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,138.946052063398,45.5667094608223
"162","392","22699851",Empidonax albigularis,"1","1","4","eBird, 2020",Claudia Hermes (BirdLife International),"2021","0", , , ,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,27.0491935059497,8.35347081825538
"163","393","22699845",Empidonax alnorum,"1","1","4","Sibley, 2000; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","WILDSPACETM 2002; NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,361.01034382063,284.849432727369
"164","395","22699845",Empidonax alnorum,"1","1","3","Ridgely, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,132.012093577263,281.149486504313
"165","396","22699877",Empidonax flavescens,"1","1","1","Zook, 2002; eBird point data","NatureServe, 2002; Claudia Hermes (BirdLife International)","2021","0", ,,,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,54.6835737827532,14.0694893679792
"166","397","22699880",Empidonax fulvifrons,"1","1","1","Poole and Gill, 1992-2002","NatureServe, 2002","2021","0", ,,,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,66.3447643930165,37.2514456779685
"167","398","22699880",Empidonax fulvifrons,"1","1","3","Poole and Gill, 1992-2002","NatureServe, 2002","2021","0", ,,,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,18.9431986665315,6.24806714990571
"168","403","22699857",Empidonax hammondii,"1","1","3","Howell and Webb, 1995; Zook, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,92.3452681312056,68.2617880837479
"169","404","22699857",Empidonax hammondii,"1","1","4","Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,198.457667581946,196.97681125849
"170","406","22699854",Empidonax minimus,"1","1","3","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","WILDSPACETM 2002; NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,163.722081645639,87.4757112924401
"171","407","22699854",Empidonax minimus,"1","1","4","Sibley, 2000; Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,378.161946804216,474.484887262767
"172","410","22699864",Empidonax oberholseri,"1","1","3","Poole and Gill, 1992","WILDSPACETM 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,57.1074915260821,83.6726743658737
"173","411","22699874",Empidonax occidentalis,"1","1","1","Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,61.2080954869576,44.5393703994025
"174","416","22699848",Empidonax traillii,"1","1","4",Ralph C. J.,"WILDSPACETM 2002; NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,319.122004478657,251.216546127817
"175","417","22699848",Empidonax traillii,"1","1","3","Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,174.384115823277,107.530619626924
"176","418","22699842",Empidonax virescens,"1","1","4","Ralph C. J.;Sibley, 2000; Poole & Gill, 1992-2002","WILDSPACETM 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,224.512364505462,91.023686719202
"177","419","22699842",Empidonax virescens,"1","1","3","Ridgley, 2003, del Hoyo et al, 2004; Hilty, 2003;Ridgely, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,139.632599465561,76.9486593625079
"178","422","22699860",Empidonax wrightii,"1","1","3","Poole and Gill, 1992-2002","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,72.7083020212564,85.4911095526457
"179","424","22727080",Eubucco glaucogularis,"1","1","1","Short and Horne, 2001; Schulenberg et al, 2007","Joe Taylor (BirdLife International); Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,26.7083929607177,0.950057166091613
"180","425","22697411",Eudocimus albus,"1","1","2","Ridgley, 2003; eBird, 2020","BirdLife International; Claudia Hermes (BirdLife International)","2021","0", ,,,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,34.6668543138583,14.9812677348567
"181","426","22697411",Eudocimus albus,"1","1","3","Raffaele et al., 1998;Howell and Webb, 1995","NatureServe, 2002","2021","0", ,,,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,194.893038565248,18.2844410279579
"182","428","22697411",Eudocimus albus,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002","2021","0", ,,,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,580.179628063248,104.027662349253
"183","430","22687746",Eugenes fulgens,"1","1","1","Stiles and Skutch, 1989; Zook, 2002; Martin et al., 2016","NatureServe, 2002; Claudia Hermes (BirdLife International)","2021","0", ,,,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,104.768744470228,62.2234994214269
"187","454","22696453",Falco columbarius,"1","1","3","Ralph C. J.;Howell & Webb 1995;Zook 2002;Ridgely 2002;Ferguson-Lees & Christie 2005;Rasmussen & Anderton 2005;del Hoyo et al 1994;Alderfer 2006;Snow & Perrins 1998;Ridgley 2003;de Juana & Garcia 2015;Dubois et al 2008;Kirwan et al 2008;Konrad et al 2020","Rob Martin (BirdLife International), NatureServe, 2002; Hannah Wheatley (BirdLife International), Lucy Haskell (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,2527.91487119211,2047.08537213207
"188","455","22696453",Falco columbarius,"1","1","1","Ralph C. J.; Ferguson-Lees & Christie, 2005; Rasmussen & Anderton, 2005; del Hoyo et al, 1994; Alderfer, 2006; Snow and Perrins, 1998 Ding, 2001; Cramp, 1997; Ridgley, 2003; Konrad et al 2020","NatureServe, 2002; BirdLife International; Lucy Haskell (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,909.122988244234,225.019366162267
"189","470","22700274",Fluvicola pica,"1","1","1","Ridgely, 2002; Ridgely and Gwynne, 1989; Zook, 2002; eBird point data","WWF-US, 2000; NatureServe, 2002; Claudia Hermes (BirdLife International)","2021","0", ,,,"0","2022.1",2020,BirdLife International and Handbook of the Birds of the World,167.248037422307,154.06905206387
"194","485","22721812",Geothlypis formosa,"1","1","3","Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,395.355466191461,95.9111732202893
"195","487","22721812",Geothlypis formosa,"1","1","4","Sibley, 2000","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,254.271511833715,60.3083757838789
"196","489","22721824",Geothlypis philadelphia,"1","1","4","Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,391.315003445687,365.10489171932
"197","490","22721824",Geothlypis philadelphia,"1","1","3","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,129.269267362381,68.4502883163139
"198","492","22721830",Geothlypis tolmiei,"1","1","3","Zook, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)","2021","0", , , ,"0","2022.1",2021,BirdLife International and Handbook of the Birds of the World,116.17912510166,78.9821247895232
